rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
15238	LOH12CR1	loss of heterozygosity, 12, chromosomal region 1	539526	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15239	LPAR2	lysophosphatidic acid receptor 2	651591	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15240	LPAR3	lysophosphatidic acid receptor 3	1034975	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15241	LPAR5	lysophosphatidic acid receptor 5	393743	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15242	LPPR1		979005	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15243	LPPR2		1005491	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15244	LPPR3		591248	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15245	LPPR4		2029007	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15246	LPPR5		765019	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15247	LRDD	leucine-rich repeats and death domain containing	1489551	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15248	LRRC17	leucine rich repeat containing 17	1317109	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15249	LRRC25	leucine rich repeat containing 25	743139	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15250	LRRC3	leucine rich repeat containing 3	464925	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15251	LRRC33	leucine rich repeat containing 33	1922094	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15252	LRRC39	leucine rich repeat containing 39	1015007	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15253	LRRC3B	leucine rich repeat containing 3B	764353	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15254	LRRC46	leucine rich repeat containing 46	938025	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15255	LRRC50	leucine rich repeat containing 50	2026337	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15256	LRRC56	leucine rich repeat containing 56	1056286	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15257	LRRC57	leucine rich repeat containing 57	720082	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15258	LRRC58	leucine rich repeat containing 58	669921	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15259	LRRC59	leucine rich repeat containing 59	894025	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15260	LRRC67		688586	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15261	LRRC69	leucine rich repeat containing 69	901507	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15262	LSAMP	limbic system-associated membrane protein	1016802	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15263	LSM12	LSM12 homolog (S. cerevisiae)	552027	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15264	LSM6	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)	248481	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15265	LSM7	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	234382	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15266	LSMD1	LSM domain containing 1	242795	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15267	LST-3TM12		1921749	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15268	LST1	leukocyte specific transcript 1	98054	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15269	LTB4R	leukotriene B4 receptor	550935	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15270	LTB4R2	leukotriene B4 receptor 2	423266	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15271	LUC7L	LUC7-like (S. cerevisiae)	1051375	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15272	LUC7L2	LUC7-like 2 (S. cerevisiae)	1127241	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15273	LY6D	lymphocyte antigen 6 complex, locus D	319340	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15274	LY6E	lymphocyte antigen 6 complex, locus E	357496	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15275	LY6G5B	lymphocyte antigen 6 complex, locus G5B	194547	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15276	LY6G6D	lymphocyte antigen 6 complex, locus G6D	245517	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15277	LYNX1	Ly6/neurotoxin 1	537476	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15278	LYPD2	LY6/PLAUR domain containing 2	329264	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15279	LYPD6B	LY6/PLAUR domain containing 6B	627608	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15280	LYPLA1	lysophospholipase I	637199	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15281	LYPLA2	lysophospholipase II	612394	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15282	LYRM1	LYR motif containing 1	372057	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15283	LYRM2	LYR motif containing 2	268428	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15284	LYZ	lysozyme (renal amyloidosis)	452300	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15285	M6PR	mannose-6-phosphate receptor (cation dependent)	837351	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15286	MAEA	macrophage erythroblast attacher	938495	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15287	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	507121	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15288	MAFG	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	264206	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15289	MAFK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)	299678	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15290	MAGOH	mago-nashi homolog, proliferation-associated (Drosophila)	448954	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15291	MAGT1	magnesium transporter 1	1108890	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15292	MAL	mal, T-cell differentiation protein	449188	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15293	MALL	mal, T-cell differentiation protein-like	214449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15294	MAN1C1	mannosidase, alpha, class 1C, member 1	1331284	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15295	MANBAL	mannosidase, beta A, lysosomal-like	259555	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15296	MANEAL	mannosidase, endo-alpha-like	729140	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15297	MANF	mesencephalic astrocyte-derived neurotrophic factor	401255	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15298	MAP1D	methionyl aminopeptidase type 1D (mitochondrial)	982515	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15299	MAP1LC3A	microtubule-associated protein 1 light chain 3 alpha	251503	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15300	MAP1LC3B	microtubule-associated protein 1 light chain 3 beta	341674	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15301	MAP3K11	mitogen-activated protein kinase kinase kinase 11	1484505	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15302	MAP3K14	mitogen-activated protein kinase kinase kinase 14	2581863	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15303	MAP6D1	MAP6 domain containing 1	190772	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15304	MAPK11	mitogen-activated protein kinase 11	564811	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15305	MAPK12	mitogen-activated protein kinase 12	585590	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15306	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	1432013	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15307	MAPKSP1		386680	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15308	MARCH1	membrane-associated ring finger (C3HC4) 1	957824	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15309	MARCH2	membrane-associated ring finger (C3HC4) 2	690771	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15310	MARCH4	membrane-associated ring finger (C3HC4) 4	996726	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15311	MARCH9	membrane-associated ring finger (C3HC4) 9	540803	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15312	MARVELD1	MARVEL domain containing 1	250928	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15313	MATN3	matrilin 3	1220165	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15314	MATR3	matrin 3	2525311	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15315	MBD2	methyl-CpG binding domain protein 2	940273	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15316	MC5R	melanocortin 5 receptor	957479	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15317	MCART1	mitochondrial carrier triple repeat 1	875362	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15318	MCART2	mitochondrial carrier triple repeat 2	874405	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15319	MCART6	mitochondrial carrier triple repeat 6	887336	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15320	MCEE	methylmalonyl CoA epimerase	491883	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15321	MCFD2	multiple coagulation factor deficiency 2	439679	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15322	MCM9	minichromosome maintenance complex component 9	1167823	0	0	0	3	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15323	MDFI	MyoD family inhibitor	638100	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15324	MDH2	malate dehydrogenase 2, NAD (mitochondrial)	930875	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15325	MDK	midkine (neurite growth-promoting factor 2)	217875	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15326	ME1	malic enzyme 1, NADP(+)-dependent, cytosolic	1711110	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15327	MECR	mitochondrial trans-2-enoyl-CoA reductase	991618	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15328	MED10	mediator complex subunit 10	404939	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15329	MED11	mediator complex subunit 11	324199	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15330	MED17	mediator complex subunit 17	1784952	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15331	MED28	mediator complex subunit 28	512295	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15332	MED29	mediator complex subunit 29	530111	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15333	MED30	mediator complex subunit 30	429084	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15334	MED31	mediator complex subunit 31	397963	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15335	MED6	mediator complex subunit 6	750902	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15336	MED9	mediator complex subunit 9	292763	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15337	MEF2B	myocyte enhancer factor 2B	708271	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15338	MEIG1	meiosis expressed gene 1 homolog (mouse)	267963	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15339	METT10D	methyltransferase 10 domain containing	1676777	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15340	METT11D1	methyltransferase 11 domain containing 1	1454488	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15341	METT5D1	methyltransferase 5 domain containing 1	1198273	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15342	METTL1	methyltransferase like 1	831717	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15343	METTL11A		600814	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15344	METTL6	methyltransferase like 6	854232	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15345	MEX3A	mex-3 homolog A (C. elegans)	975509	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15346	MEX3C	mex-3 homolog C (C. elegans)	1386286	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15347	MFAP2	microfibrillar-associated protein 2	479392	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15348	MFAP3	microfibrillar-associated protein 3	1063713	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15349	MFAP4	microfibrillar-associated protein 4	716919	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15350	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	899447	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15351	MFSD5	major facilitator superfamily domain containing 5	1557885	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15352	MGAT1	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	649999	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15353	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	1105856	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15354	MGC29506	marginal zone B and B1 cell-specific protein	514188	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15355	MGC42105		1272689	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15356	MGC87042		1014581	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15357	MGLL	monoglyceride lipase	914765	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15358	MGP	matrix Gla protein	319556	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15359	MGST1	microsomal glutathione S-transferase 1	468655	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15360	MGST2	microsomal glutathione S-transferase 2	453007	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15361	MIA	melanoma inhibitory activity	401174	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15362	MID1IP1	MID1 interacting protein 1 (gastrulation specific G12 homolog (zebrafish))	363508	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15363	MIDN	midnolin	466758	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15364	MIOX	myo-inositol oxygenase	572137	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15365	MIXL1	Mix1 homeobox-like 1 (Xenopus laevis)	301516	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15366	MKI67IP	MKI67 (FHA domain) interacting nucleolar phosphoprotein	877052	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15367	MLANA	melan-A	363772	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15368	MLF1IP	MLF1 interacting protein	1226541	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15369	MLF2	myeloid leukemia factor 2	630409	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15370	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)	11175134	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15371	MLL2	myeloid/lymphoid or mixed-lineage leukemia 2	14948081	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15372	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3	14460562	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15373	MLL4	myeloid/lymphoid or mixed-lineage leukemia 2	5861621	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15374	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)	5520115	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15375	MLLT11	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	268836	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15376	MLN	motilin	339772	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15377	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	793608	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15378	MNS1	meiosis-specific nuclear structural 1	1491045	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15379	MOB2	MOB kinase activator 2	537288	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15380	MOBKL1A	MOB1, Mps One Binder kinase activator-like 1A (yeast)	648836	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15381	MOBKL1B	MOB1, Mps One Binder kinase activator-like 1B (yeast)	631698	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15382	MOBKL2A	MOB1, Mps One Binder kinase activator-like 2A (yeast)	574018	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15383	MOBKL2B	MOB1, Mps One Binder kinase activator-like 2B (yeast)	647494	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15384	MOBKL2C	MOB1, Mps One Binder kinase activator-like 2C (yeast)	721458	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15385	MOBKL3	MOB1, Mps One Binder kinase activator-like 3 (yeast)	674481	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15386	MOCS3	molybdenum cofactor synthesis 3	992071	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15387	MOG	myelin oligodendrocyte glycoprotein	291697	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15388	MOGAT1	monoacylglycerol O-acyltransferase 1	959944	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15389	MORN2	MORN repeat containing 2	208461	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15390	MORN5	MORN repeat containing 5	490712	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15391	MOSC1	MOCO sulphurase C-terminal domain containing 1	803171	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15392	MOSC2	MOCO sulphurase C-terminal domain containing 2	831969	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15393	MOSPD1	motile sperm domain containing 1	645413	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15394	MOSPD3	motile sperm domain containing 3	594852	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15395	MPDU1	mannose-P-dolichol utilization defect 1	739431	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15396	MPPE1	metallophosphoesterase 1	1133208	0	0	0	3	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15397	MPPED1	metallophosphoesterase domain containing 1	743673	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15398	MPV17	MpV17 mitochondrial inner membrane protein	539362	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15399	MPV17L2	MPV17 mitochondrial membrane protein-like 2	422305	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15400	MPZL2	myelin protein zero-like 2	648991	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15401	MPZL3	myelin protein zero-like 3	706517	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15402	MRAP2	melanocortin 2 receptor accessory protein 2	614578	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15403	MRC1L1	mannose receptor, C type 1-like 1	2282105	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15404	MREG	melanoregulin	581160	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15405	MRGPRD	MAS-related GPR, member D	845833	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15406	MRGPRE	MAS-related GPR, member E	568160	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15407	MRGPRG	MAS-related GPR, member G	297300	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15408	MRI1	methylthioribose-1-phosphate isomerase homolog (S. cerevisiae)	750418	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15409	MRM1	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)	850235	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15410	MRP63	mitochondrial ribosomal protein 63	144141	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15411	MRPL10	mitochondrial ribosomal protein L10	757610	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15412	MRPL19	mitochondrial ribosomal protein L19	705489	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15413	MRPL22	mitochondrial ribosomal protein L22	632508	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15414	MRPL27	mitochondrial ribosomal protein L27	450893	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15415	MRPL32	mitochondrial ribosomal protein L32	547833	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15416	MRPL33	mitochondrial ribosomal protein L33	278672	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15417	MRPL35	mitochondrial ribosomal protein L35	573277	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
15418	MRPL36	mitochondrial ribosomal protein L36	305427	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
